,Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
826,Microsoft,8830,Intel i5,64,1024,12.5,1582,Windows 11,2.66,2018
830,Asus,4881,AMD Ryzen 5,16,2048,16.3,1681,Windows 10,1.66,2023
831,Acer,2753,Intel i7,32,1024,18.1,1151,Windows 10,1.75,2020
832,Razer,5963,AMD Ryzen 7,8,256,17.7,407,Windows 11,2.38,2023
835,Lenovo,7848,Intel i5,8,256,16.5,929,Windows 10,2.32,2020
841,Microsoft,61,AMD Ryzen 7,64,1024,15.6,710,Windows 10,2.33,2019
843,Razer,1154,Intel i7,16,2048,18.0,947,Windows 11,1.82,2018
844,HP,2306,AMD Ryzen 5,64,256,14.0,1516,Windows 10,2.35,2021
845,Acer,6798,AMD Ryzen 5,64,2048,16.3,1467,Linux,1.01,2019
851,Razer,2886,AMD Ryzen 5,32,256,15.8,2009,Windows 11,2.77,2021
852,HP,1849,Intel i7,64,256,14.4,844,Linux,1.59,2022
853,Dell,2378,Intel i9,64,2048,14.2,1320,Windows 11,2.29,2020
855,Microsoft,2604,AMD Ryzen 7,32,512,15.5,1201,Windows 11,1.95,2021
857,Microsoft,6257,Intel i9,64,256,14.0,1454,Linux,1.51,2019
858,Asus,5706,AMD Ryzen 7,16,2048,13.8,1402,Windows 10,2.72,2020
859,Lenovo,7589,Intel i7,32,2048,14.2,1274,Windows 11,2.51,2020
864,Dell,4553,Intel i7,16,2048,14.9,1001,Windows 10,1.9,2019
865,Lenovo,7762,Intel i5,8,512,14.9,765,Windows 10,1.88,2024
868,Asus,5328,Intel i9,8,2048,14.8,1838,Windows 11,2.69,2024
870,Lenovo,5736,AMD Ryzen 7,8,1024,16.5,1197,Windows 11,2.8,2021
874,Razer,4008,AMD Ryzen 7,32,256,16.3,602,Linux,1.93,2023
875,HP,323,Intel i9,8,2048,16.7,1599,Windows 11,1.54,2022
876,Acer,9151,AMD Ryzen 5,64,256,16.9,1525,Linux,1.8,2019
877,Asus,5601,AMD Ryzen 7,16,512,15.4,998,Windows 11,1.93,2019
880,Microsoft,3973,AMD Ryzen 5,16,1024,17.5,1788,Windows 11,2.05,2019
883,HP,8857,Intel i7,64,1024,16.5,805,Windows 10,2.46,2023
886,Acer,3243,Intel i9,8,512,15.2,1683,Windows 10,2.0,2020
888,HP,9417,Intel i5,64,1024,16.9,981,Linux,1.23,2020
890,Razer,4122,Intel i9,32,1024,14.2,810,Linux,1.76,2024
891,Asus,8659,Intel i7,16,2048,17.6,960,Windows 11,1.53,2018
893,Dell,3799,AMD Ryzen 7,32,1024,15.9,1111,Windows 10,1.86,2020
894,Lenovo,8828,AMD Ryzen 7,32,256,15.3,1674,Windows 10,0.85,2022
896,Asus,3474,AMD Ryzen 7,32,2048,13.2,1229,Windows 10,2.47,2024
900,Acer,5143,AMD Ryzen 7,16,2048,15.0,367,Windows 11,1.86,2019
903,Acer,9453,Intel i7,64,256,16.2,1734,Windows 11,1.9,2022
906,HP,9464,Intel i5,16,1024,15.3,1164,Linux,1.97,2018
907,Acer,7206,AMD Ryzen 7,32,1024,17.8,1449,Windows 10,1.81,2019
908,Dell,873,Intel i9,32,1024,14.0,1197,Windows 11,2.07,2022
909,Microsoft,7016,AMD Ryzen 7,16,1024,15.7,1529,Linux,2.16,2018
910,Dell,5588,AMD Ryzen 5,32,512,16.7,1016,Windows 10,2.63,2020
911,Microsoft,9884,Intel i5,32,2048,14.6,1045,Windows 11,2.26,2020
912,Lenovo,3744,Intel i7,16,256,14.0,1302,Windows 10,1.52,2022
917,Razer,4640,AMD Ryzen 7,32,2048,14.9,1307,Windows 10,1.79,2020
920,Asus,3664,AMD Ryzen 5,16,2048,13.1,1541,Linux,1.69,2023
923,HP,4056,Intel i7,16,1024,15.1,2275,Linux,2.07,2022
924,HP,186,AMD Ryzen 7,8,2048,17.1,578,Linux,2.07,2018
926,HP,2986,AMD Ryzen 7,8,1024,15.6,1017,Linux,1.81,2024
927,Asus,3457,AMD Ryzen 5,8,256,16.9,196,Windows 10,1.55,2024
929,Lenovo,6519,Intel i5,16,1024,15.4,2071,Linux,2.16,2024
930,Razer,9470,Intel i5,32,1024,13.8,982,Windows 11,2.75,2021
934,Lenovo,9304,Intel i9,64,512,14.9,839,Windows 10,2.7,2019
936,Lenovo,9851,Intel i9,64,2048,12.6,623,Windows 10,2.89,2022
939,Dell,6843,AMD Ryzen 7,64,512,14.9,1329,Windows 11,2.01,2024
940,Asus,9339,AMD Ryzen 5,64,2048,15.0,2171,Windows 10,2.63,2021
941,Razer,2702,Intel i5,64,2048,15.6,1463,Windows 10,1.5,2019
944,Razer,1715,Intel i7,32,1024,15.3,1090,Windows 10,1.64,2022
947,Acer,1691,AMD Ryzen 7,64,1024,16.5,1024,Windows 11,2.4,2019
951,Dell,1966,AMD Ryzen 5,16,2048,14.6,1594,Windows 11,0.95,2019
953,Dell,4647,AMD Ryzen 7,32,512,17.1,1284,Windows 10,2.16,2024
958,Dell,1969,Intel i9,32,256,16.4,1503,Windows 11,1.32,2024
959,Apple,2001,Apple M1,16,512,16.0,1540,macOS,1.6,2020
966,Acer,5890,AMD Ryzen 5,32,1024,17.4,1635,Windows 11,1.67,2018
968,Microsoft,6227,AMD Ryzen 7,64,256,18.1,2188,Linux,1.24,2023
974,Apple,7592,Apple M1,64,2048,18.3,1364,macOS,1.63,2019
976,Microsoft,3901,Intel i5,16,512,14.0,536,Windows 10,0.6,2021
979,Asus,5029,Intel i5,16,1024,16.7,1147,Windows 10,1.56,2021
980,Microsoft,6875,Intel i7,8,2048,14.0,1425,Windows 11,2.77,2019
983,Microsoft,1504,Intel i7,8,256,16.2,1540,Windows 10,1.81,2021
984,HP,2662,AMD Ryzen 7,32,1024,13.4,1069,Windows 11,1.04,2024
985,Dell,4358,AMD Ryzen 7,16,512,12.5,732,Windows 10,1.84,2018
997,HP,6605,Intel i9,8,256,16.8,1671,Windows 10,1.35,2021
999,Dell,581,AMD Ryzen 7,32,2048,14.8,1455,Windows 10,1.94,2021
1001,Microsoft,7940,AMD Ryzen 5,32,2048,14.5,1035,Windows 10,1.01,2022
1003,Dell,532,Intel i5,64,1024,13.7,1092,Windows 10,2.23,2020
1004,Dell,8660,Intel i7,64,2048,15.5,670,Linux,2.03,2019
1005,Asus,3512,AMD Ryzen 7,16,256,15.6,2064,Linux,1.98,2023
1006,Acer,3941,Intel i9,16,512,21.3,1351,Linux,1.35,2020
1008,Microsoft,9504,AMD Ryzen 7,8,512,15.6,1630,Linux,1.64,2024
1009,HP,2389,Intel i7,32,2048,17.5,160,Linux,2.02,2024
1015,Lenovo,9972,Intel i9,16,256,16.5,1238,Windows 10,1.73,2021
1018,Microsoft,7845,AMD Ryzen 7,8,2048,15.8,1304,Linux,2.41,2021
1019,Acer,2230,AMD Ryzen 5,64,2048,16.8,1384,Linux,1.99,2019
1021,Microsoft,7324,Intel i7,64,512,18.0,1523,Windows 10,2.62,2019
1023,Acer,7526,Intel i7,16,1024,15.3,1138,Windows 11,1.48,2024
1025,Lenovo,5735,Intel i5,64,2048,16.4,1299,Windows 10,1.56,2023
1028,HP,5310,Intel i7,64,512,12.9,609,Windows 11,2.21,2018
1029,Asus,7205,AMD Ryzen 5,16,2048,15.1,1420,Windows 10,1.78,2021
1032,HP,5422,AMD Ryzen 7,8,256,15.3,1276,Linux,2.29,2020
1033,Lenovo,7944,Intel i7,16,2048,15.1,1385,Windows 11,2.18,2023
1042,Dell,5258,AMD Ryzen 7,8,2048,18.0,507,Windows 10,1.63,2020
1044,Dell,8993,Intel i5,16,256,17.3,1437,Windows 10,1.25,2019
1047,Microsoft,4538,Intel i9,16,1024,12.7,878,Windows 10,1.95,2024
1049,Acer,324,AMD Ryzen 7,16,256,15.2,1192,Windows 11,1.32,2019
1050,Asus,7670,AMD Ryzen 5,64,2048,16.2,936,Linux,2.1,2023
1051,Asus,8983,Intel i5,16,256,15.3,731,Windows 10,1.34,2024
1054,Lenovo,2398,AMD Ryzen 5,32,2048,13.2,1120,Windows 10,0.93,2023
1055,Razer,2013,AMD Ryzen 5,64,256,15.3,904,Windows 10,1.2,2022
1056,Microsoft,3919,AMD Ryzen 5,64,2048,16.8,1049,Linux,1.94,2022
1057,Asus,4911,AMD Ryzen 5,32,1024,15.2,1247,Windows 10,1.91,2021
1058,Dell,8360,AMD Ryzen 7,16,2048,17.9,1674,Windows 11,2.46,2019
1061,Microsoft,7950,AMD Ryzen 7,16,1024,13.7,1338,Windows 11,1.88,2022
1063,Acer,8486,Intel i7,8,512,15.8,1281,Linux,2.4,2020
1069,Lenovo,2309,Intel i9,8,1024,14.7,1310,Linux,1.04,2019
1075,Razer,531,AMD Ryzen 5,16,1024,17.0,1285,Linux,2.02,2021
1076,Microsoft,5612,AMD Ryzen 7,16,512,12.6,1098,Windows 10,2.36,2020
1077,Acer,8226,AMD Ryzen 7,16,256,11.8,1093,Windows 10,1.2,2018
1083,HP,8191,Intel i7,32,1024,14.9,1011,Linux,1.96,2024
1085,Lenovo,3438,AMD Ryzen 5,8,2048,15.4,1437,Windows 10,1.75,2020
1087,Razer,9649,Intel i5,32,1024,18.2,1888,Windows 10,1.89,2019
1091,Asus,3270,AMD Ryzen 7,32,512,16.4,1938,Windows 11,1.23,2020
1095,Razer,9755,Intel i7,16,256,15.6,1181,Linux,1.58,2021
1096,Lenovo,1319,Intel i7,32,1024,15.8,869,Windows 11,2.14,2021
1098,Acer,5543,AMD Ryzen 7,16,1024,14.5,1324,Linux,2.42,2021
1100,Acer,2385,AMD Ryzen 5,8,2048,11.5,386,Windows 10,1.45,2019
1101,Acer,5511,AMD Ryzen 5,16,2048,16.9,1662,Linux,1.4,2022
1105,Razer,1973,AMD Ryzen 7,64,512,15.0,1292,Windows 10,2.13,2024
1106,HP,9080,Intel i9,32,1024,17.1,1056,Windows 10,0.82,2024
1109,Razer,6693,Intel i9,32,2048,13.5,879,Windows 10,1.45,2023
1111,Dell,758,AMD Ryzen 5,16,512,16.9,1612,Windows 11,2.49,2019
1112,Dell,7776,AMD Ryzen 5,32,2048,14.9,1821,Windows 10,1.34,2019
1116,HP,3558,Intel i9,16,512,15.0,1384,Windows 11,2.92,2020
1119,Lenovo,5989,AMD Ryzen 5,32,512,16.4,1026,Windows 11,2.07,2022
1120,Asus,3354,Intel i5,64,512,15.0,1230,Windows 11,1.54,2023
1122,Acer,6239,Intel i5,16,2048,18.3,873,Windows 10,2.24,2020
1123,Acer,6482,Intel i7,16,256,14.3,1905,Windows 11,1.25,2022
1126,Dell,2511,Intel i9,16,1024,13.7,1135,Windows 10,2.03,2019
1131,Asus,4193,AMD Ryzen 7,32,2048,14.2,1284,Windows 10,1.95,2022
1134,Asus,8741,Intel i9,64,256,15.7,754,Windows 10,1.11,2019
1135,HP,4507,AMD Ryzen 5,16,2048,18.8,1244,Windows 11,1.26,2023
1136,Apple,3565,Apple M1,16,2048,14.0,485,macOS,2.52,2019
1141,Lenovo,269,Intel i9,32,2048,18.4,1472,Windows 11,1.1,2019
1142,Acer,2416,AMD Ryzen 5,16,512,15.8,854,Windows 11,1.54,2021
1145,Acer,1624,Intel i7,32,512,16.6,848,Windows 11,1.95,2018
1148,Lenovo,8973,Intel i7,64,2048,14.3,827,Linux,2.14,2022
1153,Asus,5889,Intel i9,8,256,16.2,586,Windows 10,1.27,2024
1154,Acer,9082,Intel i9,8,1024,18.9,1354,Linux,1.88,2022
1156,Microsoft,1277,Intel i7,8,2048,15.2,1854,Windows 10,2.32,2023
1158,Lenovo,2669,AMD Ryzen 7,32,2048,14.1,2040,Linux,1.21,2018
1160,Acer,7885,Intel i7,8,512,13.5,1100,Linux,1.64,2019
1163,Dell,2153,AMD Ryzen 7,32,1024,17.3,1531,Windows 11,1.55,2019
1164,Acer,450,Intel i7,32,512,18.6,1762,Linux,1.76,2023
1166,Dell,3928,Intel i7,64,512,16.4,1163,Windows 11,1.35,2022
1172,HP,8068,AMD Ryzen 5,8,2048,15.7,1504,Windows 10,2.17,2020
1174,Asus,2181,Intel i5,8,256,15.5,1323,Windows 11,2.13,2024
1176,Dell,9096,AMD Ryzen 5,8,1024,15.3,723,Windows 11,1.42,2019
1177,Acer,3256,AMD Ryzen 7,64,512,15.0,1523,Linux,1.23,2023
1178,Acer,5392,AMD Ryzen 5,8,256,17.0,1341,Windows 10,1.82,2018
1180,Microsoft,3591,AMD Ryzen 5,32,256,14.9,387,Windows 11,2.08,2018
1182,Dell,5919,AMD Ryzen 5,64,2048,14.4,1172,Windows 11,1.6,2018
1185,Razer,1785,AMD Ryzen 7,16,1024,15.6,1837,Windows 10,2.1,2020
1186,Dell,9469,Intel i5,16,2048,17.3,480,Linux,1.45,2018
1187,Dell,1965,AMD Ryzen 5,64,2048,14.2,727,Linux,1.16,2018
1191,HP,6920,Intel i7,32,2048,15.8,1225,Windows 10,1.19,2024
1199,Microsoft,3721,Intel i5,64,512,17.4,1641,Linux,2.33,2019
1205,Razer,3918,Intel i5,64,2048,17.7,738,Linux,1.41,2024
1207,Lenovo,5845,AMD Ryzen 7,64,512,17.6,1387,Linux,1.74,2022
1208,Acer,1622,AMD Ryzen 7,64,512,14.0,1368,Windows 11,2.03,2018
1210,Lenovo,1273,Intel i5,32,256,13.2,191,Windows 10,2.25,2019
1215,Asus,9459,Intel i9,32,1024,16.3,631,Windows 11,1.81,2024
1219,HP,5911,AMD Ryzen 7,32,2048,15.9,1361,Windows 10,1.62,2021
1221,Asus,7370,AMD Ryzen 5,16,1024,16.4,896,Linux,2.21,2022
1224,Acer,5621,Intel i7,8,1024,15.1,2055,Windows 11,1.66,2018
1225,Acer,6036,AMD Ryzen 5,32,2048,15.5,1812,Windows 11,1.2,2022
1226,Acer,2531,AMD Ryzen 5,8,2048,15.2,1657,Windows 10,1.62,2024
1230,Microsoft,9259,Intel i9,16,1024,14.9,1171,Windows 10,1.2,2023
1231,Lenovo,7479,Intel i5,8,256,15.9,351,Windows 10,1.6,2020
1232,Microsoft,6207,Intel i7,32,1024,13.4,443,Linux,1.75,2022
1236,Acer,5151,AMD Ryzen 7,32,2048,15.1,1396,Windows 11,2.54,2020
1238,Microsoft,3639,AMD Ryzen 7,64,256,15.4,1249,Linux,0.68,2022
1239,Asus,1199,Intel i5,16,512,14.2,906,Linux,2.43,2022
1241,Dell,9479,Intel i7,8,2048,12.7,1279,Windows 10,2.14,2021
1242,HP,9823,AMD Ryzen 7,16,512,16.2,638,Linux,1.13,2024
1244,HP,2086,Intel i9,32,512,15.6,903,Windows 11,1.02,2023
1246,Lenovo,6954,Intel i9,16,1024,14.9,1278,Windows 11,1.34,2018
1247,Dell,4671,Intel i5,16,2048,16.3,1454,Windows 11,2.33,2018
1248,Microsoft,1870,AMD Ryzen 5,8,2048,14.7,1201,Windows 11,1.86,2024
1249,HP,4998,Intel i7,32,256,15.3,1110,Windows 11,1.62,2023
1250,Razer,8832,Intel i7,64,2048,14.5,927,Linux,1.75,2020
1252,Razer,7269,Intel i7,64,1024,16.4,1393,Linux,1.9,2018
1253,Asus,8391,Intel i7,16,2048,15.7,1243,Windows 11,2.48,2022
1254,HP,3654,AMD Ryzen 7,16,2048,13.8,1422,Windows 10,2.15,2021
1256,Acer,4607,AMD Ryzen 7,32,256,17.5,1139,Windows 11,2.2,2020
1263,Razer,5821,AMD Ryzen 5,8,2048,15.9,1436,Linux,0.44,2022
1267,Asus,3308,Intel i5,32,256,15.6,1518,Windows 11,1.28,2020
1269,Razer,3623,AMD Ryzen 7,32,256,14.0,1699,Windows 11,2.19,2020
1270,Razer,8249,Intel i9,32,2048,15.5,524,Windows 10,2.63,2018
1271,Dell,1734,Intel i7,32,2048,14.5,1474,Linux,1.51,2023
1274,Microsoft,3253,Intel i9,8,256,14.1,1648,Linux,1.72,2019
1284,Lenovo,1046,Intel i7,8,1024,16.8,525,Windows 11,1.46,2021
1292,Asus,6731,AMD Ryzen 5,64,1024,15.0,1434,Linux,3.12,2024
1295,Dell,1215,Intel i9,64,512,18.4,1356,Windows 10,1.9,2023
1297,Lenovo,9019,AMD Ryzen 7,64,256,13.8,864,Linux,1.12,2024
1299,Asus,6035,AMD Ryzen 5,64,512,15.1,1474,Linux,1.17,2020
1301,Razer,1755,AMD Ryzen 5,16,256,14.5,1033,Windows 10,2.34,2021
1304,Razer,9095,AMD Ryzen 7,64,2048,16.9,1221,Windows 11,2.43,2021
1305,Dell,7884,Intel i5,8,1024,15.3,847,Linux,1.93,2019
1306,Razer,2274,Intel i5,16,512,13.8,1204,Windows 11,1.35,2020
1309,Lenovo,4619,Intel i7,16,256,13.2,1381,Windows 11,1.78,2021
1311,Acer,95,AMD Ryzen 7,8,1024,15.1,1553,Windows 10,1.75,2020
1312,Dell,6525,Intel i7,64,512,15.2,716,Windows 11,1.17,2022
1313,Dell,6073,Intel i7,32,2048,13.3,669,Windows 10,2.36,2022
1315,Microsoft,9591,Intel i5,16,512,18.2,1673,Windows 10,0.93,2018
1318,Dell,2961,Intel i9,8,1024,15.4,913,Linux,1.22,2018
1319,Microsoft,5194,Intel i5,32,1024,17.2,554,Linux,1.96,2018
1320,Lenovo,9265,AMD Ryzen 7,64,2048,16.9,932,Linux,1.94,2021
1324,Microsoft,3303,AMD Ryzen 5,8,256,14.9,783,Windows 10,2.22,2023
1328,Dell,331,AMD Ryzen 7,16,1024,16.1,525,Windows 11,1.99,2019
1331,Dell,2209,Intel i5,16,1024,15.0,1509,Windows 10,2.06,2022
1332,Razer,3694,AMD Ryzen 5,16,2048,12.7,857,Linux,1.39,2021
1334,Dell,6398,AMD Ryzen 5,8,256,13.8,1178,Linux,1.62,2022
1337,HP,5582,Intel i7,16,512,14.8,1250,Windows 11,1.83,2021
1340,Microsoft,7683,Intel i5,64,2048,14.2,1368,Windows 11,1.45,2022
1342,HP,6454,AMD Ryzen 5,8,1024,19.2,1075,Windows 11,1.62,2020
1350,Acer,3104,Intel i5,8,512,17.3,686,Windows 10,2.06,2020
1351,Acer,6022,Intel i5,16,512,14.5,1117,Linux,2.34,2018
1356,Asus,8518,Intel i7,32,256,16.3,689,Windows 11,1.73,2021
1358,Dell,5070,AMD Ryzen 7,32,1024,14.7,188,Linux,2.75,2024
1359,Microsoft,5796,Intel i9,16,512,14.4,1193,Linux,2.23,2022
1360,Microsoft,7829,AMD Ryzen 5,64,2048,16.5,1104,Windows 10,1.63,2021
1361,Microsoft,6880,AMD Ryzen 7,64,1024,13.9,1406,Windows 11,1.56,2020
1364,Apple,6365,Apple M1,32,1024,16.9,894,macOS,1.18,2018
1365,Acer,3703,Intel i5,32,2048,13.3,1183,Windows 11,1.29,2019
1366,Acer,7796,Intel i9,32,256,14.4,1032,Linux,2.15,2024
1368,Asus,9910,Intel i5,64,512,16.8,1457,Windows 10,2.39,2024
1372,Microsoft,8199,AMD Ryzen 5,16,1024,14.2,1391,Linux,2.35,2019
1377,Microsoft,2817,Intel i7,8,256,16.1,1268,Windows 10,1.53,2024
1378,Lenovo,6484,Intel i7,16,512,15.9,892,Windows 10,1.63,2024
1379,Dell,1038,AMD Ryzen 5,32,256,13.5,1889,Linux,1.54,2021
1381,Razer,6541,Intel i5,64,1024,14.0,667,Windows 11,1.63,2021
1384,Acer,3884,Intel i7,64,512,18.4,875,Windows 10,2.43,2018
1385,Dell,1685,Intel i7,16,512,14.4,1963,Windows 11,2.04,2024
1387,Lenovo,9215,AMD Ryzen 7,8,1024,14.3,1562,Linux,1.7,2018
1388,Asus,3594,Intel i9,16,2048,15.9,1789,Windows 11,1.29,2021
1390,Asus,5359,AMD Ryzen 5,8,1024,16.4,1549,Windows 10,2.16,2019
1391,Acer,7887,AMD Ryzen 7,32,256,13.3,1126,Windows 11,1.94,2019
1392,Microsoft,9852,Intel i5,8,1024,15.3,1613,Linux,1.48,2023
1394,Acer,9563,Intel i9,16,2048,16.3,431,Windows 11,1.78,2022
1395,Lenovo,9240,Intel i9,64,2048,18.0,1228,Linux,1.47,2018
1397,Dell,6286,Intel i5,8,256,15.3,2179,Windows 11,1.67,2018
1398,Acer,1744,AMD Ryzen 7,32,2048,17.8,1368,Windows 11,1.72,2021
1400,Asus,2333,AMD Ryzen 5,16,256,17.6,1702,Windows 10,1.79,2020
1403,Acer,9460,Intel i9,16,2048,17.5,196,Windows 11,2.84,2022
1406,Microsoft,4134,Intel i7,64,1024,15.1,790,Windows 10,2.71,2019
1407,Dell,1077,AMD Ryzen 7,8,1024,14.0,1348,Windows 10,1.72,2022
1409,HP,5838,AMD Ryzen 7,64,2048,13.9,1238,Windows 11,2.29,2021
1411,Microsoft,4354,Intel i5,64,256,16.8,1437,Windows 11,1.44,2020
1412,Microsoft,9721,Intel i9,32,2048,15.8,1265,Linux,1.99,2018
1416,Acer,4604,AMD Ryzen 7,64,512,14.7,870,Windows 10,0.9,2021
1417,Dell,2113,AMD Ryzen 5,32,256,14.6,1677,Windows 11,1.17,2021
1423,Asus,9727,AMD Ryzen 7,32,512,14.0,1867,Windows 10,2.4,2018
1425,Asus,3537,Intel i5,64,512,15.0,135,Linux,2.95,2022
1426,Asus,8456,AMD Ryzen 5,8,512,14.1,1698,Windows 10,1.97,2022
1428,Acer,8744,AMD Ryzen 7,16,2048,16.8,1773,Windows 10,1.99,2021
1430,Razer,8893,AMD Ryzen 7,16,2048,15.5,1762,Linux,0.63,2019
1433,Asus,7902,AMD Ryzen 7,8,256,15.1,1554,Linux,1.53,2018
1434,Acer,9583,AMD Ryzen 7,64,512,16.8,1565,Windows 10,1.68,2019
1438,Lenovo,7034,AMD Ryzen 5,32,2048,17.4,884,Windows 10,1.74,2024
1439,Microsoft,1800,Intel i9,16,256,15.7,761,Linux,1.41,2022
1440,Asus,2200,AMD Ryzen 5,8,1024,13.4,1042,Windows 10,1.79,2020
1443,Lenovo,6813,Intel i7,8,1024,15.1,1347,Windows 11,1.15,2020
1444,Apple,6456,Apple M1,8,2048,15.4,512,macOS,1.64,2019
1450,Lenovo,4177,Intel i9,32,512,15.0,579,Linux,1.76,2021
1452,Lenovo,3700,AMD Ryzen 5,16,512,13.6,1567,Windows 10,1.73,2022
1459,Dell,1767,Intel i5,8,512,16.6,802,Windows 10,2.27,2020
1460,Asus,9831,Intel i9,32,512,14.4,1181,Linux,1.48,2019
1462,Dell,9402,Intel i7,8,256,17.3,1254,Windows 10,2.19,2023
1463,Asus,8378,Intel i5,8,256,14.6,1571,Windows 10,1.53,2020
1464,Microsoft,7397,Intel i5,8,1024,13.1,1486,Linux,1.17,2020
1465,Asus,9132,Intel i9,64,512,17.0,820,Linux,2.92,2022
1468,Razer,7300,Intel i7,16,512,16.6,883,Linux,1.58,2021
1469,Lenovo,4399,AMD Ryzen 7,8,512,16.3,1076,Linux,2.64,2019
1471,Dell,2841,Intel i9,16,512,14.9,1147,Windows 10,1.99,2024
1473,Razer,6678,AMD Ryzen 5,8,1024,16.3,719,Windows 11,2.37,2019
1474,Microsoft,2051,Intel i5,8,256,15.6,595,Windows 11,2.0,2022
1475,Microsoft,4631,Intel i7,32,2048,15.8,1047,Windows 11,1.88,2018
1476,Dell,9010,Intel i5,8,1024,14.9,763,Windows 10,2.26,2024
1477,Acer,1651,AMD Ryzen 7,64,1024,13.2,759,Linux,2.57,2020
1480,Razer,9203,Intel i9,64,256,17.1,1402,Linux,1.58,2023
1481,Microsoft,194,Intel i9,64,1024,16.4,703,Windows 10,0.66,2024
1484,Dell,9698,AMD Ryzen 7,16,2048,15.4,1142,Windows 11,1.09,2020
1486,HP,5237,Intel i5,32,2048,15.6,1543,Windows 11,1.26,2020
1490,Dell,8910,AMD Ryzen 5,64,256,15.7,509,Linux,1.22,2024
1491,Microsoft,1616,Intel i9,64,512,12.6,750,Linux,2.4,2021
1493,Acer,2183,Intel i9,32,1024,16.8,746,Windows 10,2.43,2024
1494,Lenovo,4,AMD Ryzen 5,16,2048,15.6,1787,Linux,1.74,2024
1495,Lenovo,7992,Intel i7,64,256,14.6,1718,Linux,2.81,2019
1496,Acer,2326,Intel i5,32,2048,19.7,409,Windows 11,1.68,2022
1498,Acer,8310,Intel i5,16,2048,16.3,1339,Windows 10,2.51,2019
1502,HP,8495,AMD Ryzen 5,16,1024,16.3,1395,Windows 11,2.83,2019
1505,HP,1649,Intel i7,32,512,14.7,1553,Linux,2.29,2020
1507,Acer,8610,Intel i5,32,256,15.4,1734,Linux,2.13,2020
1508,Acer,1132,Intel i7,16,2048,14.0,1212,Windows 10,2.53,2024
1510,Dell,1696,Intel i9,64,256,14.9,970,Linux,2.45,2024
1515,Lenovo,1923,Intel i7,8,512,16.0,1206,Windows 11,2.21,2019
1516,Asus,8721,Intel i7,8,512,16.5,1727,Linux,2.1,2024
1517,Asus,2939,Intel i5,16,256,17.6,1789,Windows 10,2.36,2020
1520,Razer,1794,AMD Ryzen 7,64,1024,16.1,1796,Windows 10,2.04,2019
1524,HP,6076,AMD Ryzen 5,16,2048,17.7,1265,Windows 10,1.27,2024
1528,Razer,4340,Intel i9,32,2048,16.2,1338,Windows 10,2.18,2020
1529,Asus,771,Intel i5,16,2048,13.8,840,Linux,1.79,2023
1531,HP,9026,Intel i7,8,256,13.3,716,Linux,0.82,2018
1533,Razer,7371,Intel i9,32,2048,16.4,869,Linux,2.09,2018
1540,Razer,2595,Intel i5,64,256,14.5,1368,Windows 10,2.13,2022
1541,Dell,4602,Intel i5,32,1024,15.1,1501,Linux,1.35,2020
1549,Dell,9726,AMD Ryzen 7,8,1024,14.3,901,Linux,2.13,2020
1550,Dell,9214,AMD Ryzen 5,32,2048,15.9,810,Windows 10,1.68,2023
1553,Acer,493,Intel i5,8,512,14.4,708,Linux,1.78,2019
1554,Lenovo,2211,Intel i7,8,256,12.4,714,Windows 11,1.76,2024
1555,Lenovo,7704,Intel i9,64,256,17.1,1027,Windows 10,1.73,2018
1557,HP,3825,Intel i9,32,256,18.4,1690,Windows 10,1.14,2023
1560,HP,6716,Intel i7,32,2048,16.4,823,Windows 10,2.18,2022
1561,Asus,4642,AMD Ryzen 7,8,512,14.1,1622,Linux,2.1,2019
1562,Acer,2575,AMD Ryzen 7,8,2048,13.6,691,Linux,2.42,2020
1563,Razer,1775,Intel i5,16,256,17.0,1012,Windows 11,2.3,2019
1566,Lenovo,285,Intel i9,16,512,14.2,154,Windows 11,2.05,2020
1568,Asus,3330,Intel i7,64,1024,16.2,1555,Windows 11,2.04,2022
1569,Microsoft,8038,Intel i5,8,512,17.9,1001,Linux,1.12,2022
1573,Lenovo,7715,AMD Ryzen 7,64,1024,16.5,1061,Windows 10,2.21,2023
1574,HP,8870,Intel i7,64,256,13.2,2042,Linux,2.32,2024
1579,HP,694,AMD Ryzen 5,64,1024,15.2,1595,Windows 10,1.63,2024
1580,Microsoft,3520,Intel i9,64,2048,15.4,1729,Linux,1.52,2023
1581,Acer,5747,AMD Ryzen 5,64,1024,16.5,869,Windows 11,1.81,2018
1592,Acer,7428,AMD Ryzen 7,8,512,17.6,1584,Linux,2.13,2021
1593,Asus,2688,AMD Ryzen 7,8,512,16.2,1692,Windows 10,1.86,2019
1595,Microsoft,9301,Intel i5,32,512,15.7,1639,Linux,2.12,2018
1597,Razer,6574,Intel i7,16,2048,18.4,1958,Windows 11,1.76,2018
1601,Dell,6218,Intel i7,8,2048,13.1,1030,Linux,1.83,2023
1603,HP,5720,Intel i9,8,512,14.8,1485,Linux,2.34,2020
1606,Asus,1117,Intel i5,32,1024,14.0,1009,Windows 10,0.62,2019
1611,Lenovo,1219,AMD Ryzen 5,32,256,14.6,1404,Linux,1.83,2021
1613,Lenovo,3038,Intel i5,16,256,16.4,769,Windows 11,2.4,2024
1617,Acer,5379,AMD Ryzen 7,32,512,13.9,1907,Linux,1.98,2024
