Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
Acer,Model_1328,Apple M1,64.0,2048,12.8,1393.137292513894,Linux,2.43,2020
Apple,Model_4221,AMD Ryzen 7,64.0,1024,12.7,356.4972902152035,Linux,1.81,2018
HP,Model_2329,Apple M1,16.0,2048,16.3,1042.0239194203887,Windows 10,1.77,2021
HP,Model_9922,AMD Ryzen 7,8.0,2048,16.1,9150.229514625746,Windows 11,1.19,2024
Lenovo,Model_1371,Intel i9,64.0,512,16.8,1774.0314615818236,windows 10,3.23,2018
Razer,Model_28,Apple M1,16.0,256,18.9,1877.7415574182405,Linux,1.31,2021
Lenovo,Model_9475,AMD Ryzen 5,8.0,1024,16.5,1437.772859892761,macOS,1.63,2024
Asus,Model_8869,Intel i9,64.0,1024,14.1 inches,888.0981885568008,Windows 10,1.81,2018
,Model_8778,Intel i7,8.0,1024,12.7,$866.21,macOS,1.81,2021
Microsoft,Model_1888,Intel i9,16.0,512,15.9,1063.5867737924154,Windows 11,2.41,2022
Dell,Model_2858,Intel i9,,512,16.6,968.0484260713508,Linux,0.97,2019
Microsoft,Model_6204,AMD Ryzen 7,32.0,2048,14.2,1957.4212564727375,macOS,2.06,2022
Asus,Model_3141,AMD Ryzen 7,32.0,2048,15.3,1138.2428903912732,macOS,1.67,2019
Acer,Model_5479,Intel i5,16.0,256,15.5,1289.0996967154972,Linux,0.54,2024
Lenovo,Model_5600,Intel i7,64.0,256,18.3,1086.869303083394,Windows 10,1.4,2020
Dell,Model_4266,AMD Ryzen 7,64.0,512,17.4,1310.9158012455323,macOS,1.24,2021
,Model_2712,Intel i9,16.0,1024,16.8,,windows 10,1.88,2018
Acer,Model_4118,AMD Ryzen 5,16.0,2048,18.2,999.9607347649193,Windows 11,1.63,2024
Lenovo,Model_7558,Intel i9,64.0,256,15.1,1950.984066981603,Windows 11,1.34,2021
Apple,Model_5748,Apple M1,16.0,512,12.3,1435.0767467411301,macOS,1.66,2021
Acer,Model_3344,Intel i5,16.0,256,13.7,913.3091264481916,Windows 11,1.91,2019
Razer,Model_3629,AMD Ryzen 7,16.0,256,15.9,1744.3574708470592,macOS,2.13,2024
HP,Model_1369,AMD Ryzen 7,16.0,256,15.2 inches,358.09405671866193,Windows 10,1.39,2022
,Model_4443,Intel i9,64.0,1024,14.4,$1160.06,macOS,2.03,2019
Razer,Model_9887,Intel i9,64.0,256,15.3 inches,1641.0662523345673,Windows 10,1.86,2020
Asus,Model_5036,Apple M1,8.0,1024,15.5,925.7371032070503,Linux,2.18,2021
Lenovo,Model_2835,Intel i5,8.0,1024,19.2,1225.276330622003,Windows 10,1.3,2018
Asus,Model_4600,AMD Ryzen 7,64.0,512,16.1,1173.5898223154486,Windows 10,1.69,2024
Apple,Model_8317,Intel i9,8.0,2048,17.5,8313.446406556803,Linux,1.75,2023
Lenovo,Model_2170,Intel i7,16.0,1TB,16.8,1802.5706385035182,Windows 11,2.96,2021
Dell,Model_1975,AMD Ryzen 7,8.0,1024,19.2 inches,674.4796515703312,macOS,2.57,2019
Asus,Model_3503,Apple M1,,512,17.9,203.63221078289496,Windows 11,2.29,2021
Razer,Model_7599,,8.0,512,15.4,1282.92783024416,Windows 10,1.78,2022
Lenovo,Model_2456,AMD Ryzen 7,32.0,1024,14.2,1312.2397300738328,Windows 10,1.26,2023
Lenovo,Model_326,Intel i5,32.0,512,15.0,1395.5194565612176,Linux,1.25,2022
HP,Model_7256,Intel i7,8.0,1024,16.7,1038.943056441496,Windows 11,1.58,2024
Dell,Model_3236,AMD Ryzen 7,,1024,16.3,542.5974862047093,Linux,2.5,2019
Acer,Model_7656,Intel i7,16.0,1024,15.2,,Linux,2.14,2024
Dell,Model_7586,Intel i7,16.0,2048,16.7 inches,1307.0985432235636,Linux,1.48,2024
HP,Model_4605,AMD Ryzen 7,8.0,2048,15.0,884.9002856846107,Windows 10,1.37,2024
HP,Model_3122,Intel i7,64.0,256,17.7,1137.8378737428968,Linux,1.54,2024
Acer,Model_9757,Intel i5,8.0,512,16.3,1052.9148691946518,macOS,0.65,2019
Acer,Model_8230,AMD Ryzen 5,64.0,2048,13.6,424.7908354903633,Windows 10,2.81,2022
Apple,Model_4255,Intel i5,16.0,256,14.8,1168.9184582419573,Windows 11,,2021
Asus,Model_8399,AMD Ryzen 5,32.0,2048,14.2,1477.2510123647792,Windows 11,1.42,2019
Acer,Model_8287,AMD Ryzen 7,32.0,256,13.3,824.9865439154044,Windows 11,2.24,2021
Apple,Model_6474,Intel i5,16.0,1024,15.7 inches,1459.5506421843968,Linux,1.75,2020
Dell,Model_3312,Intel i5,64.0,256,14.0,1424.4245501902524,Windows 11,1.29,2022
HP,Model_3392,Intel i9,64.0,256,16.3,$1642.26,macOS,2.05,2019
HP,Model_8820,Intel i7,32.0,1024,18.5,1751.4861811464402,Windows 11,1.36,2020
Apple,Model_5372,AMD Ryzen 5,32.0,256,17.3,1216.993518709082,Windows 10,2.39,2021
Razer,Model_2623,Intel i5,64.0,1024,19.9,369.7806021172212,Windows 11,2.34,2023
Dell,Model_9865,,32.0,2048,14.2,818.0674062533103,Windows 10,0.67,2020
Lenovo,Model_2064,AMD Ryzen 7,64.0,1024,14.7,,Windows 11,1.53,2023
Lenovo,Model_2465,Intel i7,16.0,1TB,16.0,1231.569840453249,Linux,2.46,2021
Microsoft,Model_6708,AMD Ryzen 5,8.0,512,16.1,1233.9971099469863,Linux,1.89,2019
Razer,Model_1170,Intel i7,8.0,1024,17.0,1454.6097852868043,Windows 10,1.38,2021
HP,Model_2090,Intel i9,16.0,0TB,18.1,1372.3721397403212,Windows 11,2.17,2020
Lenovo,Model_6809,Intel i7,32.0,1024,15.4,$447.62,Windows 10,1.63,2018
Razer,Model_8367,Intel i9,64.0,1024,19.0,1167.6440325611966,macOS,2.04,2024
Razer,Model_5034,AMD Ryzen 5,8.0,1024,13.9,620.9752048714155,Windows 11,1.94,2023
Razer,Model_591,Intel i7,32.0,512,16.4,1939.0676408474221,Linux,2.46,2024
Microsoft,Model_6753,Intel i9,8.0,256,14.7,1198.0584902343905,Windows 10,2.7,2021
Dell,Model_3981,AMD Ryzen 5,16.0,1024,14.3,$1308.33,Windows 10,1.59,2019
Microsoft,Model_190,Intel i7,8.0,1TB,15.5,1264.4175363054658,Mac OS,1.27,2024
Apple,Model_9029,Intel i5,64.0,1TB,13.8,1274.5828169973083,macOS,1.74,2019
HP,Model_2497,Intel i7,16.0,1024,13.7,$1967.10,Linux,1.45,2018
Razer,Model_520,Intel i5,,1024,16.8,1675.6176216915203,Windows 10,1.82,2024
Asus,Model_1164,Apple M1,64.0,512,17.0,$1633.91,Windows 10,3.14,2022
Acer,Model_2264,Intel i7,64.0,512,15.5,1742.4073971013747,Linux,2.18,2018
HP,Model_5812,Apple M1,8.0,512,15.2,455.9299384952841,Windows 11,1.85,2019
HP,Model_939,Apple M1,16.0,256,16.7,1372.2327325965698,Linux,1.97,2018
Lenovo,Model_3415,Intel i7,8.0,512,16.5,702.0577778915309,Linux,1.36,2021
Dell,Model_5957,AMD Ryzen 7,16.0,512,16.6,863.4414642670307,macOS,1.58,2020
HP,Model_4524,Apple M1,8.0,1024,19.5,1583.2270878358504,Linux,2.03,2022
Acer,Model_6452,,64.0,256,15.3,1463.1566769604797,macOS,2.07,2024
Asus,Model_3387,Apple M1,8.0,512,18.9,1182.5501870021333,macOS,1.4,2024
Apple,Model_2121,AMD Ryzen 7,8.0,256,16.4,1446.2564298158516,macOS,1.76,2018
Lenovo,Model_1677,AMD Ryzen 7,8.0,256,17.0,$602.18,Windows 11,1.31,2024
Apple,Model_9608,Intel i9,,2048,15.7,276.4064767969684,macOS,1.62,2023
Dell,Model_3442,Intel i5,8.0,2048,18.4,792.2426724305557,macOS,1.44,2021
Microsoft,Model_8736,Apple M1,64.0,1024,14.2,1221.8831108124773,macOS,1.43,2021
Lenovo,Model_5284,Intel i7,8.0,512,15.2,1229.0569100029793,Linux,1.72,2021
Acer,Model_8632,Intel i5,32.0,2048,15.9,1302.5683638168393,Linux,1.61,2019
Microsoft,Model_7622,Intel i9,32.0,2048,15.8,105.04980266074449,Windows 10,2.56,2021
Acer,Model_8655,AMD Ryzen 5,8.0,2048,12.9,1502.3544699261904,Windows 11,1.51,2019
Razer,Model_2137,Intel i9,8.0,2048,15.8,1322.051941519094,Windows 11,0.82,2022
HP,Model_2195,AMD Ryzen 7,16.0,256,16.0,1936.1615060091,Windows 11,1.67,2024
Asus,Model_5737,AMD Ryzen 7,64.0,512,15.1,$1329.46,Windows 11,1.7,2018
,Model_1802,Intel i9,8.0,256,19.3,828.5724752798769,Linux,1.62,2024
Acer,Model_6406,Intel i7,32.0,256,16.3,647.5770151464699,Windows 10,1.88,2022
Razer,Model_8802,AMD Ryzen 7,64.0,256,14.7,1234.3843332517163,Windows 11,1.27,2024
Razer,Model_3716,AMD Ryzen 5,32.0,1024,14.9,2052.1428394111017,Linux,1.27,2022
Acer,Model_6702,Intel i9,,512,17.2,1256.2072184248277,Windows 11,1.28,2021
Dell,Model_3636,Intel i7,,256,17.5,$1649.55,Linux,2.59,2018
Dell,Model_4920,Intel i5,8.0,512,15.4,1269.0047910611584,Linux,1.29,2023
Lenovo,Model_1918,Apple M1,64.0,256,17.9,986.0928359300799,Windows 11,1.3,2020
Asus,Model_5309,Intel i5,16.0,2048,15.5,1368.8826257849917,Windows 11,2.5,2023
HP,Model_1137,Apple M1,,1024,13.4,597.2974804157471,macOS,1.98,2020
Lenovo,Model_2189,AMD Ryzen 5,8.0,2048,16.6,$1411.88,Linux,1.75,2019
Razer,Model_7290,Intel i7,32.0,256,15.1,$1790.89,Windows 10,1.34,2022
HP,Model_3112,Intel i5,64.0,1024,17.1,1547.8605582910254,macOS,2.1,2023
Lenovo,Model_7162,Intel i5,32.0,1024,13.5,1476.8698109309344,macOS,2.34,2020
Asus,Model_2829,Intel i7,8.0,256,15.9,$1252.13,Windows 10,2.14,2018
Microsoft,Model_8871,AMD Ryzen 7,8.0,512,13.9,2278.5381494634744,Linux,1.73,2019
Apple,Model_2709,Intel i5,8.0,1024,16.9,1365.7853408645067,Linux,2.42,2024
Microsoft,Model_2631,Apple M1,32.0,256,16.8,1301.4318425628803,Windows 10,1.13,2020
Asus,Model_3469,,16.0,1024,14.7,1756.5167145585976,Linux,1.69,2021
Dell,Model_2144,Intel i9,8.0,512,14.9,1473.8684708305157,Linux,2.13,2019
Acer,Model_3980,Apple M1,64.0,512,16.1 inches,1078.4162744193309,macOS,0.75,2020
Microsoft,Model_8269,AMD Ryzen 7,64.0,512,14.4,1874.8182103478048,Windows 11,2.35,2018
Dell,Model_4449,Intel i9,16.0,1024,16.3,1441.8049589163631,Linux,2.0,2021
Asus,Model_792,Intel i7,8.0,512,13.8,1499.6777520374778,macOS,1.11,2018
Microsoft,Model_9091,AMD Ryzen 5,,256,15.8,852.649687854024,Windows 10,1.51,2023
Microsoft,Model_4909,Apple M1,64.0,2TB,15.3,1084.5178340942891,macOS,1.43,2021
Dell,Model_8797,Apple M1,64.0,256,14.0,1465.477976659941,Linux,2.07,2023
HP,Model_2927,Intel i7,16.0,256,16.5,822.1323973536959,Windows 10,1.26,2020
Microsoft,Model_3923,Intel i7,8.0,1024,15.8,990.6769733503775,Windows 10,2.37,2018
Acer,Model_3971,Intel i7,64.0,1TB,16.4 inches,1335.3196509833792,Windows 11,2.26,2019
Acer,Model_8919,AMD Ryzen 5,16.0,1024,17.1,800.1142190013377,Mac OS,1.39,2018
Lenovo,Model_4748,Intel i5,32.0,2048,12.9,1274.6552412571107,Linux,0.88,2018
Apple,Model_8416,AMD Ryzen 7,8.0,256,14.9,1515.1209530472597,Windows 10,1.83,2023
HP,Model_9585,Intel i9,64.0,256,18.7,742.2586472471042,Windows 10,2.97,2021
Razer,Model_5384,Intel i5,32.0,2048,14.3,767.533002875254,macOS,1.59,2021
Apple,Model_3739,Intel i9,,2048,14.9,1287.23142917792,Windows 11,1.58,2023
Acer,Model_3943,AMD Ryzen 5,64.0,512,15.8,379.98533446384715,Windows 10,2.04,2020
Microsoft,Model_4931,Intel i7,32.0,1024,16.3,476.83382988627363,Windows 11,1.42,2018
Apple,Model_469,AMD Ryzen 7,32.0,2048,15.2,980.4975520324053,Linux,1.52,2021
HP,Model_9764,,16.0,1024,16.2,1505.8154976998712,Windows 11,1.83,2021
HP,Model_5782,Apple M1,32.0,512,17.1,1569.5074046794841,Linux,1.32,2020
Asus,Model_5693,Apple M1,64.0,1024,15.7,1687.0576369943537,Windows 11,2.27,2020
Acer,Model_3189,AMD Ryzen 7,64.0,2048,15.6,1192.175932424322,Windows 10,1.98,2021
Lenovo,Model_5730,AMD Ryzen 5,16.0,1024,11.9,1388.0356112586037,Windows 10,1.34,2018
HP,Model_196,Apple M1,64.0,2048,17.6,1029.4789927282989,Windows 10,2.21,2021
Asus,Model_3544,Apple M1,16.0,2048,15.4,1553.643077451668,macOS,1.8,2022
Microsoft,Model_9429,Intel i5,32.0,0TB,15.0,1655.395426558218,Windows 11,1.86,2021
Apple,Model_4855,Apple M1,16.0,2048,16.2,1522.6310270490153,macOS,1.87,2023
Apple,Model_8371,Intel i9,64.0,2048,15.0,1429.6692568452052,macOS,2.36,2023
Microsoft,Model_7022,Intel i5,32.0,512,13.7,1036.8225008594072,Windows 11,1.91,2020
Lenovo,Model_85,Apple M1,16.0,512,14.9,443.9842945579919,Windows 11,0.88,2023
Apple,Model_3095,Intel i5,,512,17.8,$665.88,Windows 10,1.11,2021
Microsoft,Model_8451,Intel i9,32.0,256,16.9,1181.9160811646636,Linux,1.92,2019
Apple,Model_7545,AMD Ryzen 5,,256,13.6,847.7279639855666,macOS,1.76,2023
Lenovo,Model_1777,Intel i5,32.0,1024,15.2,1003.9337399183971,Windows 10,2.77,2020
Dell,Model_7582,AMD Ryzen 5,8.0,2048,14.1,170.73191937499905,Windows 11,1.11,2020
,Model_9061,Intel i5,8.0,2048,15.9,1653.8859113440221,Windows 11,2.02,2020
Razer,Model_9548,Intel i7,32.0,2048,15.5 inches,1203.8707849161067,Windows 11,1.47,2019
Acer,Model_4207,Apple M1,32.0,2048,15.5,1150.6963876643931,macOS,1.7,2018
Microsoft,Model_4003,Apple M1,32.0,1024,18.0 inches,576.2385641190116,Linux,2.1,2018
Dell,Model_8942,Intel i9,64.0,1024,13.3,1635.6263922950752,macOS,1.73,2024
HP,Model_9316,AMD Ryzen 5,32.0,1024,17.1,1410.1338074630457,Windows 10,1.69,2019
,Model_7211,AMD Ryzen 7,64.0,1024,14.3,543.1266580127905,Windows 11,1.38,2023
Microsoft,Model_3259,Intel i5,16.0,1024,15.0,1204.6282365890645,Mac OS,1.97,2022
Dell,Model_2700,Intel i5,,512,15.3,1358.8605481603963,Windows 11,2.42,2020
Lenovo,Model_6038,AMD Ryzen 7,,512,15.6,683.0524587633967,Windows 11,0.96,2022
Acer,Model_1119,Intel i5,32.0,512,16.3,1434.7053528387924,Windows 10,2.14,2023
Razer,Model_7047,AMD Ryzen 5,16.0,2048,14.6,642.245725426689,macOS,,2018
Asus,Model_4728,Apple M1,8.0,2048,15.2,1364.0244709541432,Windows 10,1.69,2050
Lenovo,Model_2780,Intel i7,32.0,2048,15.6,1846.5805504031591,macOS,1.91,2023
HP,Model_3505,AMD Ryzen 5,16.0,2048,16.5,1203.5776570853727,Windows 10,1.44,2020
Dell,Model_1626,AMD Ryzen 5,16.0,1024,15.0,1194.8805320515664,macOS,2.34,2022
Acer,Model_106,Intel i7,8.0,1024,11.6,782.1524827639182,Linux,2.31,2020
Dell,Model_6185,Intel i7,64.0,1024,13.9,746.5310477394954,windows 10,1.7,2020
Asus,Model_3380,Apple M1,16.0,256,14.2,836.7552139036479,macOS,1.93,2020
Acer,Model_1701,AMD Ryzen 5,16.0,2048,16.5,1054.7488769083716,Linux,2.05,2021
HP,Model_4380,AMD Ryzen 7,64.0,1024,17.6,128.6974618604624,macOS,1.81,2023
Dell,Model_748,AMD Ryzen 5,16.0,1024,18.2,1334.138342902711,macOS,2.07,2022
Razer,Model_9785,AMD Ryzen 7,8.0,2048,16.1 inches,1780.4457435805068,Linux,1.89,2022
Asus,Model_8328,AMD Ryzen 7,32.0,1024,15.3,1715.5114842026576,Windows 11,1.54,2021
Acer,Model_7087,Apple M1,64.0,512,15.5 inches,1607.9074131989605,macOS,2.26,2020
Razer,Model_400,Intel i9,32.0,2048,17.9,1553.569400491657,Windows 11,1.32,2023
Acer,Model_245,Apple M1,64.0,2TB,15.0,1286.694581679857,Windows 10,1.95,2020
Dell,Model_5235,Apple M1,,256,13.8,1591.0406594591475,Linux,1.85,2024
Microsoft,Model_6469,Intel i5,8.0,1024,15.5,876.8799438823287,Windows 11,2.29,2021
Dell,Model_9901,Intel i7,64.0,1024,16.7,,macOS,2.05,2021
HP,Model_8526,AMD Ryzen 7,8.0,2048,14.9,$1564.45,Linux,1.99,2020
Lenovo,Model_8430,Intel i7,8.0,256,14.3,1028.854911060087,macOS,2.09,2023
Apple,Model_9452,Intel i5,32.0,2048,14.9,1150.103352859549,Windows 10,2.15,2018
Acer,Model_8010,Intel i7,64.0,2048,14.2 inches,1317.1756548200715,Windows 10,1.98,2022
Microsoft,Model_7143,Intel i5,8.0,1024,14.5,822.6916102314804,macOS,,2020
Microsoft,Model_5378,AMD Ryzen 7,8.0,2048,16.0,958.2703360812866,Windows 11,1.1,2020
Dell,Model_1326,Intel i5,32.0,256,12.8 inches,1417.0918684894345,macOS,1.67,2020
Apple,Model_9181,Intel i9,32.0,512,14.7,$763.19,Windows 10,2.51,2021
Apple,Model_9968,Intel i5,64.0,1024,13.5,1026.0219646013218,Windows 11,2.09,2024
Razer,Model_3723,AMD Ryzen 5,8.0,512,15.8,1679.791471169664,Windows 11,1.87,2018
Razer,Model_9281,Intel i5,16.0,2048,12.5,664.8971242402222,macOS,1.61,2023
Apple,Model_427,AMD Ryzen 7,32.0,0TB,14.9,1220.227205283317,macOS,2.21,2020
Razer,Model_6709,,8.0,256,14.8,$1253.16,macOS,1.53,2020
Apple,Model_3967,AMD Ryzen 5,16.0,1024,15.4,1272.7991314089345,Windows 10,2.32,2023
Dell,Model_6504,Intel i9,32.0,2048,13.0,,Linux,0.39,2020
Microsoft,Model_8099,,16.0,256,14.9,509.34401423609177,Linux,2.17,2018
Lenovo,Model_4867,AMD Ryzen 7,64.0,1024,17.1,1112.454484931085,macOS,1.3,2020
Lenovo,Model_757,Intel i7,16.0,256,15.8,1203.9817396172782,Windows 10,1.13,2020
Lenovo,Model_9920,Intel i7,32.0,512,14.9,1124.9388238943857,Windows 11,2.16,2018
Microsoft,Model_2807,Intel i9,8.0,256,16.7,918.5103705492521,Windows 10,1.81,2021
,Model_152,AMD Ryzen 5,64.0,512,16.2,1058.5394867440623,Linux,1.38,2021
Razer,Model_1474,AMD Ryzen 7,16.0,2048,14.9,2210.4331811684133,Linux,1.32,2020
Razer,Model_6142,AMD Ryzen 7,16.0,256,15.4,1172.987554639712,macOS,2.11,2020
Lenovo,Model_9414,Intel i5,64.0,512,15.6,694.8314032889288,macOS,1.94,2019
Asus,Model_1232,AMD Ryzen 5,8.0,2048,16.5,884.800835896016,macOS,1.83,2018
Lenovo,Model_7846,AMD Ryzen 5,,0TB,16.8,205.12763227007918,Linux,1.28,2021
Dell,Model_4966,Intel i9,,256,18.7,1153.3346676475876,macOS,2.35,2019
Microsoft,Model_2226,AMD Ryzen 5,64.0,512,18.1,1102.6362615822072,macOS,1.8,2022
Apple,Model_7412,AMD Ryzen 7,64.0,2048,16.3,974.4172051871137,macOS,2.09,2018
Dell,Model_5666,Apple M1,8.0,256,11.9,$1501.03,Windows 10,1.76,2022
Microsoft,Model_606,AMD Ryzen 5,64.0,2048,14.0,992.9071164844495,Linux,1.93,2020
HP,Model_6579,Apple M1,,256,14.0 inches,945.9425287478684,Windows 10,2.03,2020
Lenovo,Model_727,AMD Ryzen 5,,256,14.2,1530.0391304896307,macOS,2.51,2024
HP,Model_8124,Intel i5,32.0,256,15.8,904.737649660356,macOS,2.22,2022
HP,Model_8647,Apple M1,8.0,2048,16.3,1406.9458311362007,Linux,1.16,2021
Asus,Model_3404,AMD Ryzen 5,8.0,2048,17.4,1196.6466207880549,Linux,2.47,2023
Dell,Model_3138,Intel i5,64.0,1024,16.2 inches,1198.971198940483,macOS,1.59,2022
Razer,Model_8483,Apple M1,,1024,17.4,847.642244914948,Windows 11,1.06,2023
HP,Model_2068,AMD Ryzen 5,32.0,1024,15.4,1031.4076089373975,Linux,2.42,2019
Asus,Model_2394,AMD Ryzen 5,,512,16.2,1193.6072167104714,Linux,1.72,2018
Apple,Model_8649,Intel i7,8.0,1024,16.9,882.4961917285348,Linux,2.21,2018
Dell,Model_330,Intel i7,64.0,256,18.8,1109.6146169202862,Linux,1.84,2022
Razer,Model_3555,Intel i5,16.0,512,15.7,1366.2855147331627,Linux,1.14,2019
Acer,Model_8894,Apple M1,64.0,2TB,14.3,1917.0596279523663,Windows 11,1.34,2021
Apple,Model_4497,Intel i9,,1024,17.1,$-11.66,Windows 10,1.21,2018
Razer,Model_8634,,16.0,2048,18.4,1329.4334023523497,Windows 10,2.32,2023
Dell,Model_2978,Intel i9,16.0,512,15.0,842.5677544747113,macOS,2.35,2023
Acer,Model_3757,Intel i5,64.0,1024,19.4,921.1551451880091,Windows 10,1.81,2022
Dell,Model_9675,AMD Ryzen 5,,256,15.8,1593.413032095721,Linux,1.51,2019
Lenovo,Model_1660,Apple M1,,512,16.6,1128.5710652840078,Linux,2.56,2020
Apple,Model_295,Intel i9,8.0,256,14.6,$1813.91,Windows 10,1.17,2021
Apple,Model_6668,AMD Ryzen 7,64.0,512,15.8,520.3945426869227,Linux,2.28,2021
Acer,Model_4015,Apple M1,8.0,1024,17.5,1164.1393359874992,Windows 10,2.42,2023
Acer,Model_4519,Intel i5,32.0,512,15.5,-46.37956348006787,Linux,1.87,2018
Apple,Model_8819,Intel i9,8.0,256,14.7,993.6054835288278,Windows 10,1.67,2018
Apple,Model_8901,AMD Ryzen 5,8.0,512,15.4,521.7351906721746,Linux,2.17,2024
Lenovo,Model_3204,Intel i5,16.0,1024,15.0,1071.6418260370779,Linux,2.19,2024
Microsoft,Model_9285,Apple M1,8.0,256,16.0,749.9341929127016,macOS,1.34,2024
Dell,Model_3384,Intel i7,16.0,512,13.1,1504.455231335106,Linux,2.4,2021
Dell,Model_6432,Intel i7,64.0,256,16.4,1738.0954573869437,macOS,2.59,2021
Asus,Model_8878,Intel i5,16.0,256,13.9 inches,1594.129165073558,Windows 10,1.82,2019
HP,Model_70,AMD Ryzen 7,8.0,512,18.3,$820.03,Windows 10,1.2,2020
Dell,Model_4052,AMD Ryzen 7,32.0,256,18.3,1185.7560711366089,macOS,1.63,2024
Apple,Model_3463,Intel i7,32.0,2048,16.3,571.4629703109514,Linux,2.03,2021
Acer,Model_1911,Intel i7,16.0,2048,15.5,555.4068912497708,Windows 11,1.96,2020
Razer,Model_4184,AMD Ryzen 5,16.0,1024,14.6,1095.5487299146223,Linux,0.92,2023
Razer,Model_2483,Intel i7,64.0,512,17.5,1345.8123751795856,Windows 11,,2023
Microsoft,Model_9160,Apple M1,,512,15.2,1256.2019489180932,Windows 11,2.34,2023
Asus,Model_6535,Intel i9,64.0,1024,14.9,1527.6470224329062,Windows 10,2.7,2022
HP,Model_1877,Intel i7,32.0,2048,16.5 inches,1335.0625352207715,Windows 10,1.48,2020
Microsoft,Model_9650,,32.0,0TB,15.8,1052.7772197396143,Linux,1.24,2020
Lenovo,Model_6463,AMD Ryzen 5,32.0,1024,15.6,1399.780463562613,Windows 11,2.2,2021
Razer,Model_6042,Intel i7,32.0,512,14.1 inches,2198.231691141938,macOS,1.37,2021
Lenovo,Model_7097,Intel i7,8.0,2048,15.8,1015.8984118762323,Linux,2.12,2023
Asus,Model_1069,AMD Ryzen 7,64.0,0TB,13.4,$1010.09,Windows 11,1.3,2023
Razer,Model_1182,AMD Ryzen 5,64.0,2048,17.2,998.1231138626465,Windows 11,2.46,2019
HP,Model_9832,AMD Ryzen 7,8.0,512,16.6,1524.9134250121015,Windows 10,1.69,2024
Asus,Model_1407,Intel i5,64.0,2048,16.5 inches,284.90101675092683,Linux,1.51,2018
Razer,Model_6141,AMD Ryzen 7,16.0,256,13.5,1234.0505161862345,Windows 11,1.89,2018
Asus,Model_3495,Intel i5,16.0,512,16.5,1266.4944803115657,macOS,2.08,2018
Apple,Model_4938,Apple M1,32.0,1024,16.9,1438.994519632769,Windows 10,1.78,2022
Apple,Model_9641,AMD Ryzen 5,64.0,1024,13.2,941.4055293878264,macOS,1.17,2022
Acer,Model_5346,Apple M1,16.0,512,14.9,1034.7829984076034,macOS,2.15,2024
Razer,Model_3622,Intel i5,64.0,2048,18.0,861.1488657188173,Windows 11,1.77,2019
Asus,Model_59,AMD Ryzen 5,16.0,2048,15.5,1125.8075017073825,Linux,2.43,2020
Razer,Model_4473,AMD Ryzen 5,64.0,512,17.7,1746.9484232830055,Linux,1.27,2023
Lenovo,Model_1197,AMD Ryzen 7,8.0,2048,15.5,816.7789160742609,Windows 11,2.05,2020
Acer,Model_5719,Intel i7,,1024,12.7 inches,$821.71,macOS,1.62,2019
Acer,Model_6724,Apple M1,16.0,1024,15.0,399.95366974390583,Windows 11,1.98,2022
Dell,Model_8716,AMD Ryzen 5,,512,14.0,1889.2581256379656,Windows 10,2.08,2024
Apple,Model_3041,AMD Ryzen 5,8.0,2048,13.2,1012.3272539174874,macOS,1.74,2023
Microsoft,Model_6667,Intel i5,64.0,2048,13.9,1822.8503885461246,Linux,1.79,2019
Acer,Model_296,Apple M1,,512,14.9,1222.0929994052174,Windows 11,1.33,2022
Dell,Model_5062,Intel i9,8.0,512,19.4,934.7598546186291,Windows 11,0.85,2023
Asus,Model_3912,Intel i5,64.0,1024,16.7,1268.1691647529235,macOS,1.79,2019
Microsoft,Model_823,AMD Ryzen 5,16.0,2048,14.5,1336.2129920847888,Windows 10,2.24,2019
Apple,Model_4372,AMD Ryzen 5,16.0,2048,15.5,1158.211492644215,macOS,2.55,2024
Acer,Model_6669,Intel i9,8.0,512,15.5,1216.965420981291,Windows 11,1.17,2024
Lenovo,Model_2596,Intel i7,64.0,1024,16.5,1598.6966006588855,Windows 10,0.98,2020
Microsoft,Model_8083,Intel i7,32.0,1024,16.0,$732.57,Windows 10,2.94,2020
Lenovo,Model_423,Intel i7,8.0,256,12.3,1313.1771547434796,macOS,1.89,2021
Asus,Model_6821,Intel i7,8.0,1024,19.6,1827.2522774722074,Windows 10,2.47,2021
Asus,Model_4512,AMD Ryzen 7,64.0,2048,14.1,1804.0384794287124,Windows 11,1.2,2024
HP,Model_2880,Intel i5,16.0,1024,15.4,1761.9520322712528,Windows 11,1.66,2018
Asus,Model_9502,AMD Ryzen 5,16.0,256,15.8,371.2123551648393,Windows 10,1.29,2019
Lenovo,Model_8305,Intel i5,8.0,512,15.8,1664.9902271006217,Linux,,2019
Dell,Model_1325,Apple M1,16.0,1024,14.0,596.8584267211593,Windows 10,1.93,2024
Asus,Model_2089,Intel i7,32.0,2048,15.4,1832.2774145293627,macOS,2.0,2022
Acer,Model_1228,AMD Ryzen 5,16.0,512,14.9,1161.6221975153628,Windows 10,1.75,2022
Microsoft,Model_1749,AMD Ryzen 7,,2048,16.8,1116.3253289065449,Windows 11,1.99,2020
Apple,Model_8481,Intel i9,,512,18.3,1094.2708285082904,Windows 10,1.52,2024
Razer,Model_3242,Intel i7,64.0,256,14.6,1807.6026345521632,Windows 11,1.57,2021
Acer,Model_9162,Intel i5,8.0,512,16.3,1606.2939340101996,Linux,1.88,2020
